Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Guyana,GUY,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.55555556,52.22222222,54.44444444,53.33333333,55.55555556,53.33333333,58.88888889,55.55555556,58.88888889,58.88888889,56.6667,57.7778,55.55553333,48.88886667,
High income,HIC,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.22222222,60,58.88888889,66.66666667,70,73.33333333,75.55555556,75.55555556,68.88888889,62.22222222,73.33333333,76.6667,77.7778,71.11113333,74.44446667,
Heavily indebted poor countries (HIPC),HPC,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.61111111,54.62962954,55.58641963,56.29629611,55.55555565,57.00617296,58.82716065,59.10493824,59.77777762,60.79365079,60.34920635,62.00001524,61.96827048,61.61905905,63.58731429,
Croatia,HRV,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.55555556,95.55555556,94.44444444,87.77777778,90,88.88888889,84.44444444,86.66666667,86.66666667,87.77777778,83.33333333,80.00003333,81.11113333,83.33333333,83.33333333,
Haiti,HTI,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77777778,38.88888889,38.88888889,38.88888889,41.11111111,40,42.22222222,42.22222222,38.88888889,41.11111111,47.77777778,47.7778,38.8889,36.66666667,53.33333333,
Hungary,HUN,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,90,90,86.66666667,86.66666667,86.66666667,85.55555556,88.88888889,85.55555556,85.55556667,85.55556667,52.22223333,56.66666667,
IBRD only,IBD,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.73069699,74.80222228,74.53858768,75.32952921,75.72500932,75.78150646,75.88508488,76.44067802,74.94444443,74.42592593,74.63148148,75.0926,75.500005,75.074075,74.88889333,
IDA & IBRD total,IBT,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.39682544,67.26188492,67.22712882,67.83675513,67.80725655,68.05307765,68.7364603,69.02654864,68.48574229,67.8115942,68.30531401,69.11112116,69.1304429,68.80193652,69.80676957,
IDA total,IDA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.23270428,58.86792447,59.23868302,59.65020568,59.15637852,59.60905358,60.92592605,60.9259258,61.17400403,60.5959596,61.4040404,62.58587152,62.1818297,61.95960364,64.26263455,
IDA blend,IDB,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.444444,61.55555567,60.70707061,62.02020212,62.62626242,62.62626273,63.33333303,62.82828212,61.61616091,62.02020202,64.24242424,63.43434848,65.15150909,64.14141212,67.87878788,
Indonesia,IDN,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.66666667,84.44444444,85.55555556,90,90,86.66666667,86.66666667,83.33333333,83.33333333,80,83.33333333,84.44446667,86.66666667,86.66666667,90,
IDA only,IDX,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.95090434,58.24289395,58.86304899,59.04392752,58.2687338,58.83720938,60.31007775,60.43927651,61.05820103,60.23989899,60.69444444,62.37375227,61.43940985,61.41415152,63.35859621,
Isle of Man,IMN,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.88888889,77.77777778,80,78.88888889,80,75.55555556,81.11111111,76.66666667,75.55555556,73.33333333,81.11111111,77.7778,81.11113333,91.11113333,91.11113333,
Not classified,INX,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.44444444,72.22222222,73.33333333,80,80,81.11111111,71.11111111,68.88888889,70,70,73.33333333,73.33333333,78.8889,75.55556667,77.77776667,
Iraq,IRQ,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.22222222,40,40,45.55555556,51.11111111,41.11111111,41.11111111,46.66666667,50,50,46.66666667,52.22223333,50,52.22223333,51.11113333,
Iceland,ISL,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.66666667,77.77777778,76.66666667,76.66666667,71.11111111,71.11111111,74.44444444,81.11111111,78.88888889,78.88888889,78.88888889,77.7778,77.77776667,71.1111,66.66666667,
Jordan,JOR,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.88888889,71.11111111,71.11111111,71.11111111,73.33333333,74.44444444,76.66666667,74.44444444,75.55555556,74.44444444,74.44444444,74.44446667,71.11113333,75.5556,74.44446667,
Japan,JPN,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.66666667,87.77777778,88.88888889,95.55555556,95.55555556,94.44444444,95.55555556,92.22222222,94.44444444,94.44444444,88.88888889,90,92.22223333,95.55556667,93.33333333,
Kenya,KEN,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.44444444,58.88888889,58.88888889,62.22222222,64.44444444,62.22222222,62.22222222,61.11111111,57.77777778,52.22222222,54.44444444,54.44443333,55.55553333,57.77776667,55.55556667,
Kyrgyz Republic,KGZ,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.77777778,91.11111111,90,91.11111111,94.44444444,91.11111111,88.88888889,84.44444444,84.44444444,84.44444444,86.66666667,82.22223333,85.55556667,90,86.66666667,
Cambodia,KHM,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.44444444,67.77777778,71.11111111,72.22222222,72.22222222,74.44444444,73.33333333,73.33333333,67.77777778,70,76.66666667,76.66666667,66.66666667,63.33333333,66.66666667,
Kiribati,KIR,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.22222222,36.66666667,36.66666667,35.55555556,33.33333333,36.66666667,37.77777778,37.77777778,35.55555556,35.55555556,34.44443333,39.99996667,39.99996667,43.3333,
St. Kitts and Nevis,KNA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.44444444,60,63.33333333,61.11111111,61.11111111,61.11111111,61.11111111,54.44444444,50,52.22222222,56.66666667,53.33333333,50,43.33333333,
"Korea, Rep.",KOR,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.49019627,74.70588255,73.59477157,75.0326798,75.16339843,76.73202588,77.18954255,77.25490196,75.35947706,74.83660131,76.79738562,78.95426078,78.49673922,76.2091549,75.88235882,
Lao PDR,LAO,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.88888889,70,70,68.88888889,67.77777778,67.77777778,70,65.55555556,70,72.22222222,73.33333333,71.11113333,64.44446667,67.7778,77.7778,
Lebanon,LBN,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.22222222,48.88888889,48.88888889,48.88888889,54.44444444,54.44444444,56.66666667,63.33333333,66.66666667,66.66666667,62.22222222,65.55553333,63.33333333,66.66663333,64.44443333,
Liberia,LBR,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.66666667,23.33333333,23.33333333,22.22222222,25.55555556,32.22222222,33.33333333,40,43.33333333,47.77777778,46.66666667,51.1111,57.77776667,60.00003333,56.66666667,
Libya,LBY,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.88888889,42.22222222,38.88888889,41.11111111,41.11111111,38.88888889,40.55555556,35.55555556,36.66666667,27.77777778,28.88888889,22.2222,22.2222,22.2222,29.44443333,
St. Lucia,LCA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,60,61.11111111,57.77777778,56.66666667,60,60,63.33333333,63.33333333,66.66666667,61.1111,64.44443333,57.77776667,61.1111,
Latin America & Caribbean,LCN,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.05405396,55.31531532,55.7894736,55.96491219,55.20467833,56.11111132,57.86549728,57.9532164,59.15915901,59.78070175,60.42397661,61.37428421,60.00001491,60.35088509,63.07018596,
Low income,LIC,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.37547874,54.09961678,55.28735609,55.44061287,55.13409954,55.78544057,57.27969356,57.89272034,59.6428569,59.6743295,59.25287356,60.42147126,59.31036322,59.08047126,60.2298954,
Liechtenstein,LIE,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.55555556,76.66666667,73.33333333,77.77777778,74.44444444,75.55555556,76.66666667,76.66666667,78.88888889,78.88888889,78.88888889,73.33333333,83.33333333,83.33333333,86.66666667,
Lower middle income,LMC,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.54320981,68.27160481,67.80780784,68.04804802,67.65765757,67.36842123,68.24561412,68.42105237,67.36842096,67.69005848,69.35672515,70.3508886,69.73684561,69.44444561,72.07602982,
Low & middle income,LMY,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.46540883,66.29976938,66.22013502,66.86394598,66.84317745,66.90327155,67.58742813,68.1893004,67.70576122,67.05555556,67.68282828,68.56566667,68.56566455,68.51515576,69.42424879,
Lesotho,LSO,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.11111111,71.11111111,70,61.11111111,61.11111111,62.22222222,65.55555556,65.55555556,72.22222222,73.33333333,72.22222222,65.5556,57.7778,62.22223333,72.22223333,
Late-demographic dividend,LTE,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.48148163,79.14807404,79.37033344,80.70362944,80.70362967,80.29622237,80.55548159,81.33333322,80.74074052,81.07407407,80.78148148,81.18519222,82.84722813,79.40972292,78.3680625,
Lithuania,LTU,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.33333333,56.66666667,53.33333333,
Luxembourg,LUX,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,56.66666667,51.11113333,
"Macao SAR, China",MAC,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,78.88888889,82.22222222,82.22222222,80,82.22222222,77.77777778,75.55555556,72.22222222,78.88888889,78.88888889,81.11113333,84.44446667,76.66663333,73.33333333,
Monaco,MCO,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.44444444,83.33333333,86.66666667,86.66666667,86.66666667,84.44444444,84.44444444,84.44444444,91.11111111,94.44444444,94.44444444,95.55556667,95.55556667,92.22223333,90.00003333,
Madagascar,MDG,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.33333333,63.33333333,65.55555556,65.55555556,67.77777778,67.77777778,67.77777778,66.66666667,64.44444444,63.33333333,62.22222222,58.8889,62.22223333,56.66666667,57.7778,
Maldives,MDV,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.11111111,71.11111111,64.44444444,68.88888889,61.11111111,65.55555556,66.66666667,71.11111111,68.88888889,66.66666667,55.55553333,50,52.2222,59.99996667,
Middle East & North Africa,MEA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.44444444,72.22222222,68.88888889,70,76.66666667,80,85.55555556,88.88888889,87.77777778,87.77777778,85.55555556,92.22223333,98.8889,93.33336667,96.66666667,
Marshall Islands,MHL,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.22222222,32.22222222,36.66666667,41.11111111,41.11111111,41.11111111,46.66666667,53.33333333,53.33333333,46.66666667,37.77776667,28.8889,32.2222,32.2222,
Middle income,MIC,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.01875912,70.89463205,70.28488615,71.11108265,71.19655256,70.98450065,71.37128006,71.96905764,70.52777774,69.69821674,70.70096022,71.48148971,71.87929095,71.89300576,72.71605432,
North Macedonia,MKD,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.66666667,77.77777778,74.44444444,74.44444444,81.11111111,75.55555556,78.88888889,78.88888889,80,80,84.44444444,83.33333333,81.1111,81.11113333,86.6667,
Mali,MLI,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.55555556,57.77777778,68.88888889,67.77777778,61.11111111,63.33333333,63.33333333,63.33333333,66.66666667,67.77777778,66.66666667,65.55556667,65.55556667,65.55556667,61.11113333,
Malta,MLT,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,MMR,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,62.22222222,61.11111111,57.77777778,57.77777778,48.88888889,52.22222222,51.11111111,48.88888889,50,46.66666667,55.55553333,55.55553333,64.4444,68.88886667,
Middle East & North Africa (excluding high income),MNA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.77777788,63.63636364,64.44444455,65.05050515,66.06060576,62.03703667,61.25000028,64.07407417,63.70370389,63.42592593,63.42592593,64.44445833,62.12964167,61.01851944,59.86111944,
Montenegro,MNE,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.33333333,52.22333333,53.33333333,57.77777778,60,56.66666667,57.77777778,67.77777778,67.77777778,72.22222222,75.55555556,72.22223333,72.22223333,76.6667,76.6667,
Mongolia,MNG,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.22222222,78.88888889,78.88888889,80,80,75.55555556,74.44444444,77.77777778,77.77777778,83.33333333,83.33333333,74.44443333,82.2222,78.88886667,85.55553333,
Northern Mariana Islands,MNP,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.77777778,70,70,68.88888889,68.88888889,72.22222222,72.22222222,72.22222222,77.77777778,77.77777778,74.44444444,72.22223333,71.1111,68.8889,74.4445,
Mauritania,MRT,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.55555556,54.44444444,61.11111111,61.11111111,57.77777778,65.55555556,62.22222222,63.33333333,56.66666667,60,58.88888889,66.6667,58.88893333,56.6667,65.55556667,
Mauritius,MUS,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,67.77777778,67.77777778,67.77777778,71.11111111,70,70,73.33333333,80,75.55555556,85.55555556,93.33336667,91.11113333,85.55556667,75.55556667,
Malawi,MWI,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.77777778,64.44444444,67.77777778,75.55555556,73.33333333,73.33333333,78.88888889,77.77777778,74.44444444,78.88888889,75.55555556,75.55556667,74.44446667,77.7778,80,
Malaysia,MYS,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.55555556,78.88888889,84.44444444,81.11111111,80,84.44444444,80,76.66666667,70,71.11111111,74.44444444,74.44443333,77.77776667,81.1111,81.11113333,
North America,NAC,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.88888889,58.88888889,56.66666667,58.88888889,56.66666667,50,52.22222222,57.77777778,56.66666667,54.44444444,48.88888889,47.7778,58.88893333,56.66666667,64.44446667,
New Caledonia,NCL,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.44444444,65.55555556,68.88888889,68.88888889,61.11111111,62.22222222,67.77777778,71.11111111,70,72.22222222,67.77777778,71.11113333,71.11113333,72.22223333,67.7778,
Nigeria,NGA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.44444444,50,47.77777778,60,67.77777778,66.66666667,68.88888889,73.33333333,74.44444444,72.22222222,72.22222222,71.1111,67.77776667,63.33333333,68.88886667,
Nicaragua,NIC,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.88888889,83.33333333,76.66666667,76.66666667,70,72.22222222,75.55555556,71.11111111,68.88888889,65.55555556,65.55555556,70,70,68.8889,62.22223333,
Netherlands,NLD,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.22222222,75.55555556,80,74.44444444,67.77777778,67.77777778,64.44444444,63.33333333,66.66666667,61.11111111,65.55555556,72.22223333,70.00003333,73.33333333,77.77776667,
Nauru,NRU,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
