Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
OECD members,OED,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other small states,OSS,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.41666667,59.72222208,55.67901222,53.58024704,54.0740737,54.44444444,58.27160519,59.25925926,57.22222233,56.44444444,56.88888889,56.55556333,58.08080909,56.46464242,58.88889091,
Pakistan,PAK,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.33333333,80,81.11111111,85.55555556,84.44444444,83.33333333,76.66666667,74.44444444,71.11111111,67.77777778,74.44444444,75.55556667,75.55556667,75.55556667,78.8889,
Panama,PAN,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.55555556,75.55555556,75.55555556,76.66666667,73.33333333,76.66666667,78.88888889,74.44444444,75.55555556,75.55555556,82.22222222,78.8889,73.33336667,68.8889,75.55556667,
Peru,PER,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.33333333,84.44444444,80,78.88888889,80,81.11111111,81.11111111,81.11111111,83.33333333,88.88888889,98.88888889,93.33333333,93.33333333,90,90,
Philippines,PHL,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.11111111,86.66666667,83.33333333,88.88888889,92.22222222,92.22222222,88.88888889,88.88888889,83.33333333,84.44444444,77.77777778,82.2222,82.2222,82.2222,82.2222,
Palau,PLW,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.66666667,37.77777778,34.44444444,34.44444444,34.44444444,34.44444444,30,33.33333333,33.33333333,36.66666667,42.2222,48.88886667,45.55553333,45.55553333,
Papua New Guinea,PNG,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.66666667,48.88888889,52.22222222,47.77777778,44.44444444,48.88888889,41.11111111,37.77777778,37.77777778,37.77777778,46.66666667,45.55556667,50,43.33333333,59.99996667,
Poland,POL,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.33333333,86.66666667,86.66666667,86.66666667,86.66666667,86.66666667,85.55555556,82.22222222,82.22222222,84.44444444,78.88888889,85.55556667,77.7778,77.7778,76.66666667,
Pre-demographic dividend,PRE,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.07744101,52.25589222,52.90849667,53.88888882,53.39869284,54.24836618,56.40522892,57.25490186,57.58169902,57.63492063,57.06349206,58.66667905,59.14286857,59.07937238,60.66667714,
Puerto Rico,PRI,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",PRK,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,PRY,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.88888889,62.22222222,62.22222222,65.55555556,66.66666667,71.11111111,70,70,70,71.11111111,71.11111111,72.22223333,70.00003333,67.77776667,71.1111,
West Bank and Gaza,PSE,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,42.22222222,67.77777778,74.44444444,83.33333333,82.22222222,80,70,80,66.66666667,
Pacific island small states,PSS,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.88888889,93.33333333,96.66666667,96.66666667,96.66666667,95.55555556,95.55555556,95.55555556,92.22222222,86.66666667,87.77777778,82.22223333,77.7778,81.11113333,77.7778,
Russian Federation,RUS,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.55555556,87.77777778,76.66666667,83.33333333,83.33333333,84.44444444,87.77777778,90,82.22222222,82.22222222,84.44444444,81.11113333,81.11113333,83.33333333,82.22223333,
Rwanda,RWA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.11111111,63.33333333,64.44444444,66.66666667,66.66666667,74.44444444,67.77777778,67.77777778,76.66666667,73.33333333,78.88888889,73.33336667,70.00003333,77.7778,78.8889,
South Asia,SAS,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74074111,68.88888889,70.37037056,71.11111111,69.81481444,69.07407444,70,68.51851833,67.96296333,66.66666667,72.40740741,71.11112222,72.5926,74.07408333,76.11111667,
Saudi Arabia,SAU,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.55555556,31.11111111,33.33333333,36.66666667,35.55555556,42.22222222,44.44444444,44.44444444,43.33333333,40,43.33333333,51.1111,63.33336667,66.66666667,65.55556667,
Senegal,SEN,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.88888889,76.66666667,73.33333333,77.77777778,72.22222222,70,73.33333333,66.66666667,63.33333333,71.11111111,73.33333333,75.55556667,75.55556667,76.66666667,85.55556667,
Singapore,SGP,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solomon Islands,SLB,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.11111111,31.11111111,31.11111111,30,33.33333333,40,42.22222222,42.22222222,50,53.33333333,48.88886667,48.88886667,52.2222,58.8889,
Sierra Leone,SLE,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,40,43.33333333,47.77777778,46.66666667,52.22222222,52.22222222,48.88888889,54.44444444,58.88888889,58.88888889,63.33336667,63.33336667,58.8889,62.22223333,
El Salvador,SLV,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.44444333,74.44444444,74.44444444,74.44444444,77.77777778,84.44444444,91.11111111,87.77777778,91.11111111,91.11111111,91.11111111,91.11113333,92.22223333,92.22223333,88.8889,
San Marino,SMR,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.22222222,22.22222222,23.33333333,26.66666667,23.33333333,24.44444444,26.66666667,23.33333333,26.66666667,24.44444444,20,20,20,23.33333333,30,
Serbia,SRB,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.33333333,62.22,64.44333333,68.88666667,68.88666667,75.55333333,75.55333333,83.33333333,83.33333333,91.11111111,92.33333333,90,90,93.33333333,86.66666667,
Sub-Saharan Africa (excluding high income),SSA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.58201048,56.40211635,56.90476175,57.11640198,56.21693119,57.16931222,58.83597897,59.60317444,59.81481468,59.39276486,58.74677003,60.23256977,60.2584093,60.51680233,62.42894884,
South Sudan,SSD,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.11111111,29.44444444,34.44446667,37.7778,43.33333333,37.77776667,
Sub-Saharan Africa,SSF,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.33333333,62.66666633,59.19191909,57.67676788,57.57575727,57.17171697,60.90909091,62.32323212,59.9074075,59.44444444,59.16666667,58.33334167,59.82905897,56.83760256,58.63247949,
Sao Tome and Principe,STP,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.11111111,51.11111111,60,60,65.55555556,61.11111111,61.11111111,63.33333333,70,68.88888889,65.55556667,60.00003333,70,73.33333333,
Suriname,SUR,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,51.11111111,55.55555556,55.55555556,70,71.11111111,73.33333333,64.44444444,63.33333333,63.33333333,62.22226667,65.55556667,72.22223333,71.11113333,
Slovak Republic,SVK,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.88888889,85.55555556,84.44444444,84.44444444,85.55555556,83.33333333,83.33333333,83.33333333,83.33333333,86.66666667,83.33333333,86.66666667,83.33333333,56.66666667,54.44446667,
Slovenia,SVN,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.55555556,65.55555556,66.66666667,60,61.11111111,64.44444444,67.77777778,64.44444444,65.55555556,60,60,58.8889,55.55556667,58.8889,58.8889,
Sint Maarten (Dutch part),SXM,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.11111111,61.11111111,64.44444444,65.55555556,65.55555556,58.88888889,56.66666667,63.33333333,65.55555556,62.22222222,65.55553333,69.99996667,78.88886667,75.55553333,
Syrian Arab Republic,SYR,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.77777778,61.11111111,61.11111111,56.66666667,62.22222222,54.44444444,56.66666667,60,52.22222222,43.33333333,44.44444444,47.77776667,37.7778,32.22223333,33.33333333,
Turks and Caicos Islands,TCA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,61.11111111,61.11111111,52.22222222,51.11111111,53.33333333,56.66666667,54.44444444,64.44444444,63.33333333,63.33333333,65.5556,54.4445,48.8889,50,
East Asia & Pacific (IDA & IBRD countries),TEA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.3030303,72.32323242,69.25925944,69.62962944,70.0925925,69.35185222,69.35185194,69.16666667,67.40740722,68.88888889,71.38888889,72.03703889,73.33333056,73.70369722,77.49999722,
Europe & Central Asia (IDA & IBRD countries),TEC,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.76719582,79.15333323,79.20629619,79.84116413,81.11100524,81.16391513,80.89936529,81.26984159,81.26984106,78.83838384,78.33838384,77.77778636,77.9293,79.04041061,78.05556212,
Togo,TGO,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.22222222,50,53.33333333,54.44444444,47.77777778,47.77777778,51.11111111,54.44444444,56.66666667,63.33333333,64.44444444,65.55556667,68.8889,70,72.22223333,
Thailand,THA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.22222222,82.22222222,82.22222222,81.11111111,81.11111111,80,80,83.33333333,82.22222222,80,83.33333333,85.55556667,85.55556667,90,82.22223333,
Tajikistan,TJK,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.22222222,74.44444444,71.11111111,72.22222222,73.33333333,77.77777778,74.44444444,75.55555556,75.55555556,75.55555556,75.55555556,81.11113333,81.11113333,77.7778,76.66666667,
Turkmenistan,TKM,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.88888889,45.55555556,46.66666667,45.55555556,45.55555556,45.55555556,38.88888889,38.88888889,44.44444444,43.33333333,43.33333333,33.33333333,34.44443333,35.55553333,36.1111,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.97883619,75.87301603,75.29100556,76.77248683,76.71957667,77.77777762,78.67724873,78.46560825,76.82539667,76.45502646,77.88359788,79.15344921,78.73016508,75.71428889,75.60847143,
Timor-Leste,TLS,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.22222222,32.22222222,35.55555556,42.22222222,45.55555556,55.55555556,52.22222222,46.66666667,53.33333333,64.44444444,62.22223333,66.66666667,64.44443333,71.11113333,
Middle East & North Africa (IDA & IBRD countries),TMN,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.77777788,63.63636364,64.44444455,65.05050515,66.06060576,64.04040364,62.97979818,63.73737394,62.72727303,61.61616162,61.71717172,63.03031818,61.41415455,59.2929303,59.24243333,
Tonga,TON,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.33333333,52.22222222,56.66666667,57.77777778,58.88888889,58.88888889,58.88888889,58.88888889,46.66666667,50,47.77776667,52.2222,52.2222,55.55553333,
South Asia (IDA & IBRD),TSA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.74074111,68.88888889,70.37037056,71.11111111,69.81481444,69.07407444,70,68.51851833,67.96296333,66.66666667,72.40740741,71.11112222,72.5926,74.07408333,76.11111667,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.58201048,56.40211635,56.90476175,57.11640198,56.21693119,57.16931222,58.83597897,59.60317444,59.81481468,59.39276486,58.74677003,60.23256977,60.2584093,60.51680233,62.42894884,
Trinidad and Tobago,TTO,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.33333333,71.11111111,73.33333333,75.55555556,75.55555556,67.77777778,71.11111111,71.11111111,67.77777778,70,62.22222222,56.66666667,61.1111,46.66666667,47.77776667,
Tunisia,TUN,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.22222222,77.77777778,76.66666667,76.66666667,74.44444444,76.66666667,78.88888889,77.77777778,74.44444444,73.33333333,72.22222222,76.66673333,76.6667,62.22223333,63.33336667,
Turkey,TUR,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.22222222,81.11111111,80,78.88888889,84.44444444,86.66666667,84.44444444,85.55555556,84.44444444,85.55555556,84.44444444,82.22223333,77.7778,85.55556667,76.6667,
Tuvalu,TUV,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,33.33333333,37.77776667,39.99996667,38.88883333,45.5555,
Tanzania,TZA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.77777778,63.33333333,61.11111111,61.11111111,65.55555556,63.33333333,67.77777778,72.22222222,72.22222222,72.22222222,72.22222222,75.5556,73.33336667,71.1111,71.1111,
Uganda,UGA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,68.88888889,70,71.11111111,65.55555556,62.22222222,70,70,67.77777778,73.33333333,64.44444444,72.22226667,68.88893333,74.44446667,74.44446667,
Ukraine,UKR,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.33333333,86.66666667,87.77777778,84.44444444,84.44444444,87.77777778,87.77777778,88.88888889,92.22222222,91.11111111,91.11111111,91.1111,83.33333333,77.7778,77.7778,
Upper middle income,UMC,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.19241217,73.19777791,72.52029829,73.87528463,74.39018951,74.33598889,74.26823873,75.25745276,73.38624339,71.47286822,71.88888889,72.48062558,73.77261473,74.05684961,73.28165736,
Uruguay,URY,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.22222222,85.55555556,90,90,92.22222222,92.22222222,95.55555556,94.44444444,94.44444444,92.22222222,90,88.88886667,88.88886667,85.55553333,84.44446667,
United States,USA,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.77777778,60,57.77777778,57.77777778,61.11111111,57.77777778,61.11111111,61.11111111,57.77777778,57.77777778,54.44444444,51.11113333,48.88883333,51.1111,54.4,
St. Vincent and the Grenadines,VCT,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,62.22222222,62.22222222,54.44444444,51.11111111,54.44444444,53.33333333,53.33333333,46.66666667,55.55555556,55.55556667,60,56.66666667,56.66666667,
"Venezuela, RB",VEN,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,82.22222222,82.22222222,86.66666667,90,86.66666667,83.33333333,78.88888889,77.77777778,80,81.11111111,82.22223333,82.22223333,68.8889,57.7778,
British Virgin Islands,VGB,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.11111111,71.11111111,72.22222222,71.11111111,72.22222222,65.55555556,64.44444444,71.11111111,71.11111111,74.44444444,76.66666667,82.22223333,82.22223333,83.33333333,86.66666667,
Vanuatu,VUT,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.44444444,51.11111111,48.88888889,58.88888889,56.66666667,42.22222222,53.33333333,47.77777778,43.33333333,43.33333333,45.55556667,50,52.2222,55.55553333,
World,WLD,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.55555556,52.22222222,50,51.11111111,53.33333333,48.88888889,48.88888889,51.11111111,53.33333333,53.33333333,53.33336667,54.44446667,57.7778,65.55556667,
Kosovo,XKX,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,33.33333333,40,43.33333333,43.33333333,40,
"Yemen, Rep.",YEM,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.66666667,56.66666667,62.22222222,65.55555556,64.44444444,55.55555556,48.88888889,47.77777778,46.66666667,52.22222222,55.55555556,55.5556,47.77783333,44.44446667,37.77783333,
South Africa,ZAF,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.66666667,86.66666667,90,91.11111111,86.66666667,81.11111111,82.22222222,81.11111111,72.22222222,76.66666667,74.44444444,81.1111,82.22223333,75.55556667,82.22223333,
Zambia,ZMB,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.55555556,62.22222222,55.55555556,58.88888889,58.88888889,58.88888889,57.77777778,60,62.22222222,56.66666667,60,60.00003333,53.33336667,52.22223333,62.22223333,
Zimbabwe,ZWE,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.77777778,61.11111111,57.77777778,51.11111111,42.22222222,46.66666667,51.11111111,54.44444444,53.33333333,54.44444444,57.77777778,62.2222,55.55553333,59.99996667,66.66663333,
